name,spellLevel,shortDescription,"Cleric, Druid, Wizard Scroll Cost",Sorcerer Scroll Cost,Bard Scroll Cost,"Paladin, Ranger Scroll Cost",Lowest Scroll Cost
Scroll of Master's Mutation,"druid 5, sorcerer/wizard 5, summoner/unchained summoner 5, witch 5",,1125.0,1250.0,0.0,0.0,1125.0
"Scroll of Phantom Steed, Communal","bard 4, sorcerer/wizard 4, summoner/unchained summoner 3, occultist 4, spiritualist 4","As phantom steed, but you may divide the duration among creatures touched.",700.0,800.0,1000.0,0.0,700.0
Scroll of Illusory Maze,"bard 2, sorcerer/wizard 2, witch 2",,150.0,200.0,200.0,0.0,150.0
Scroll of Business Booms,"bard 3, sorcerer/wizard 3",,375.0,450.0,525.0,0.0,375.0
Scroll of Prosperous Room,"bard 3, sorcerer/wizard 3",,375.0,450.0,525.0,0.0,375.0
Scroll of Tactical Miscalculation,"bard 2, inquisitor 2, ranger 2",,0.0,0.0,200.0,200.0,200.0
Scroll of Reloading Hands,"magus 2, ranger 2, sorcerer/wizard 2",Loads a single shot into your weapon every round.,150.0,200.0,0.0,200.0,150.0
Scroll of Shadow Bomb Admixture,alchemist 2,Empowers bombs you throw to cover the target with a shadowy substance that grants it concealment and limits its vision.,0.0,0.0,0.0,0.0,0.0
Scroll of Toxic Rupture,"druid 3, shaman 3, sorcerer/wizard 3, witch 3",,375.0,450.0,0.0,0.0,375.0
Scroll of Venomous Bite,"alchemist 2, druid 2, ranger 2, shaman 2, summoner/unchained summoner 2, witch 2",,150.0,0.0,0.0,200.0,150.0
Scroll of Body Double,"bard 2, bloodrager 2, magus 2, sorcerer/wizard 2",,150.0,200.0,200.0,0.0,150.0
Scroll of Viper Bomb Admixture,alchemist 4,Empowers bombs you throw to summon poisonous biting vipers that bite those hit or splashed by the bomb.,0.0,0.0,0.0,0.0,0.0
Scroll of Unseen Crew,"bard 4, sorcerer/wizard 5, summoner/unchained summoner 5, witch 5",,1125.0,1250.0,1000.0,0.0,1000.0
Scroll of Hide Weapon,"antipaladin 1, bloodrager 1, inquisitor 1, magus 1, ranger 1, sorcerer/wizard 1",,25.0,25.0,0.0,25.0,25.0
Scroll of Selective Invisibility,"alchemist 3, antipaladin 3, bard 3, inquisitor 3, magus 3, sorcerer/wizard 3, summoner/unchained summoner 3",,375.0,450.0,525.0,0.0,375.0
Scroll of Locksight,"alchemist 1, antipaladin 1, bard 1, inquisitor 1, sorcerer/wizard 1",,25.0,25.0,25.0,0.0,25.0
Scroll of Shifting Shadows,"bard 3, sorcerer/wizard 3, witch 3",,375.0,450.0,525.0,0.0,375.0
Scroll of Blessing Of Liberty,"bard 2, shaman 2",,0.0,0.0,200.0,0.0,200.0
Scroll of Harmless Form,"druid 2, ranger 2, shaman 2, sorcerer/wizard 2, witch 2",,150.0,200.0,0.0,200.0,150.0
Scroll of Harvest Season,"druid 2, shaman 2",,150.0,0.0,0.0,0.0,150.0
Scroll of Web Bolt,"magus 1, sorcerer/wizard 1, witch 1, bloodrager 1",,25.0,25.0,0.0,0.0,25.0
Scroll of Coin Shot,"alchemist 1, antipaladin 1, bard 1, bloodrager 1, magus 1, sorcerer/wizard 1",,25.0,25.0,25.0,0.0,25.0
Scroll of Illusory Crowd,"bard 1, shaman 1, witch 1",,0.0,0.0,25.0,0.0,25.0
Scroll of Aerial Tracks,"druid 4, inquisitor 4, ranger 3, shaman 4",Track f lying creatures through the air.,700.0,0.0,0.0,525.0,525.0
Scroll of Web Cloud,"sorcerer/wizard 4, witch 4",,700.0,800.0,0.0,0.0,700.0
Scroll of Ethereal Fists,"magus 4, spiritualist 3","Your claws, unarmed strikes, and touch spells affect ethereal creatures.",0.0,0.0,0.0,0.0,0.0
Scroll of Parchment Swarm,"magus 5, occultist 4, sorcerer/wizard 5","Shredded parchment deals 1d6 points of damage per level, and has a spell effect if you shred a scroll.",1125.0,1250.0,0.0,0.0,1125.0
Scroll of Sealed Life,"medium 2, spiritualist 3",Prevent a creature from transferring life force to or from others.,0.0,0.0,0.0,0.0,0.0
"Scroll of Sealed Life, Greater",spiritualist 6,"As sealed life, plus death ward and immunity to soul transference.",0.0,0.0,0.0,0.0,0.0
Scroll of Shadow Body,"sorcerer/wizard 7, spiritualist 5, witch 7",Turn your body into a living shadow.,2275.0,2450.0,0.0,0.0,2275.0
Scroll of Spirit-Bound Blade,"medium 4, occultist 4, shaman 4, spiritualist 3",Give a weapon ghost touch and another ability tied to an emotion.,0.0,0.0,0.0,0.0,0.0
Scroll of Talismanic Implement,occultist 3,"As contingency, but invests a spell into one of your implements.",0.0,0.0,0.0,0.0,0.0
Scroll of Apparent Treachery,"bard 3, inquisitor 3, sorcerer/wizard 4",,700.0,800.0,525.0,0.0,525.0
Scroll of Burn Corruption,"bloodrager 4, magus 5, sorcerer/wizard 5",,1125.0,1250.0,0.0,0.0,1125.0
Scroll of Antithetical Constraint,"bard 4, sorcerer/wizard 4, witch 4",,700.0,800.0,1000.0,0.0,700.0
Scroll of Elemental Mastery,"bloodrager 4, druid 4, magus 4, ranger 4, sorcerer/wizard 4",,700.0,800.0,0.0,1000.0,700.0
Scroll of Fable Tapestry,"bard 5, medium 4",,0.0,0.0,1625.0,0.0,1625.0
Scroll of Fire's Friend,"alchemist 2, bloodrager 2, magus 2",,0.0,0.0,0.0,0.0,0.0
Scroll of Gloomblind Bolts,"magus 3, sorcerer/wizard 3, witch 3, bloodrager 3",,375.0,450.0,0.0,0.0,375.0
Scroll of Lament Of Summer's Last Breath,"bard 2, ranger 2",,0.0,0.0,200.0,200.0,200.0
Scroll of Mantle Of The Magic Warriors,"druid 5, shaman 5, sorcerer/wizard 5",,1125.0,1250.0,0.0,0.0,1125.0
Scroll of Seducer's Eyes,"bard 2, sorcerer/wizard 2, witch 2",,150.0,200.0,200.0,0.0,150.0
Scroll of Mudball,"druid 1, magus 1, sorcerer/wizard 1, witch 1",,25.0,25.0,0.0,0.0,25.0
Scroll of Siege Scatter,"druid 5, ranger 4, shaman 5",,1125.0,0.0,0.0,1000.0,1000.0
Scroll of Damnation Stride,"sorcerer/wizard 5, summoner/unchained summoner 4, witch 5",,1125.0,1250.0,0.0,0.0,1125.0
Scroll of Swipe,"bard 2, sorcerer/wizard 3",,375.0,450.0,200.0,0.0,200.0
Scroll of Winter's Grasp,"druid 2, witch 2",,150.0,0.0,0.0,0.0,150.0
Scroll of Ice Spears,"druid 3, sorcerer/wizard 3, witch 3",,375.0,450.0,0.0,0.0,375.0
Scroll of Suppressing Stone,"occultist 3, sorcerer/wizard 4",,700.0,800.0,0.0,0.0,700.0
Scroll of Conjure Deadfall,"magus 5, sorcerer/wizard 4",,700.0,800.0,0.0,0.0,700.0
Scroll of Zephyr's Fleetness,ranger 3,,0.0,0.0,0.0,525.0,525.0
Scroll of Retributive Reparations,"antipaladin 3, inquisitor 3, occultist 3, spiritualist 3, witch 4",,0.0,0.0,0.0,0.0,0.0
Scroll of Unseen Engineers,"sorcerer/wizard 3, summoner/unchained summoner 2, witch 3",,375.0,450.0,0.0,0.0,375.0
Scroll of Imbue With Addiction,"alchemist 2, mesmerist 3, sorcerer/wizard 3, witch 3",,375.0,450.0,0.0,0.0,375.0
Scroll of Symbol Of Laughter,"sorcerer/wizard 4, witch 4, occultist 3, mesmerist 3",Triggered rune makes nearby creatures lose actions for 1 round/level.,700.0,800.0,0.0,0.0,700.0
Scroll of Arcane Disruption,"bard 2, bloodrager 2, magus 2, sorcerer/wizard 2, witch 2",,150.0,200.0,200.0,0.0,150.0
Scroll of Secret Sign,"bard 1, inquisitor 1, shaman 1, sorcerer/wizard 2, witch 2",,150.0,200.0,25.0,0.0,25.0
Scroll of Venomous Promise,"antipaladin 3, bard 3, mesmerist 3, shaman 3, witch 3",,0.0,0.0,525.0,0.0,525.0
Scroll of Teleport Structure,sorcerer/wizard 6,,1650.0,1800.0,0.0,0.0,1650.0
Scroll of Adroit Retrieval,"occultist 3, sorcerer/wizard 3",,375.0,450.0,0.0,0.0,375.0
Scroll of Spirit Call,"druid 1, shaman 1",,25.0,0.0,0.0,0.0,25.0
Scroll of Elemental Bombardment,"druid 7, sorcerer/wizard 7",,2275.0,2450.0,0.0,0.0,2275.0
Scroll of Fleeting Defect,"bard 2, bloodrager 2, magus 2, sorcerer/wizard 2",,150.0,200.0,200.0,0.0,150.0
Scroll of Incendiary Runes,"occultist 1, sorcerer/wizard 1",,25.0,25.0,0.0,0.0,25.0
Scroll of Remarkable Legerdemain,"bard 2, sorcerer/wizard 2",,150.0,200.0,200.0,0.0,150.0
Scroll of Force Anchor,"inquisitor 2, magus 2, sorcerer/wizard 3, summoner/unchained summoner 2",,375.0,450.0,0.0,0.0,375.0
Scroll of Storm Step,"magus 3, sorcerer/wizard 3, witch 3",,375.0,450.0,0.0,0.0,375.0
Scroll of Punishing Armor,"alchemist 1, bloodrager 1, magus 1, shaman 1, sorcerer/wizard 1, spiritualist 1, summoner/unchained summoner 1",,25.0,25.0,0.0,0.0,25.0
Scroll of Caustic Safeguard,"alchemist 3, bloodrager 3, magus 3, sorcerer/wizard 4",,700.0,800.0,0.0,0.0,700.0
Scroll of Burdened Thoughts,"druid 2, shaman 2, sorcerer/wizard 3, witch 2",,150.0,450.0,0.0,0.0,150.0
Scroll of Furious Fire Barrage,"bloodrager 4, magus 5, sorcerer/wizard 6",,1650.0,1800.0,0.0,0.0,1650.0
Scroll of Golden Guise,"bard 2, sorcerer/wizard 3, witch 3",,375.0,450.0,200.0,0.0,200.0
Scroll of Shadow Endurance,"bard 5, mesmerist 5, shaman 5, sorcerer/wizard 6, spiritualist 5",,1650.0,1800.0,1625.0,0.0,1625.0
Scroll of Aroden's Magic Army,"shaman 8, sorcerer/wizard 7",,2275.0,2450.0,0.0,0.0,2275.0
Scroll of Aroden's Spellsword,"bard 4, bloodrager 4, magus 3, occultist 4, sorcerer/wizard 3, witch 4",,375.0,450.0,1000.0,0.0,375.0
Scroll of Banishing Blade,"antipaladin 4, bloodrager 4, inquisitor 5, magus 5, medium 4, paladin 4, shaman 5, sorcerer/wizard 5, spiritualist 5, summoner/unchained summoner 5",,1125.0,1250.0,0.0,1000.0,1000.0
Scroll of Climbing Beanstalk,"druid 2, witch 2",Create a beanstalk that is easy to climb.,150.0,0.0,0.0,0.0,150.0
Scroll of Make Lost,"bard 2, druid 2, ranger 1",,150.0,0.0,200.0,25.0,25.0
"Scroll of Last Azlanti's Defending Sword, Mass",sorcerer/wizard 9,,3825.0,4050.0,0.0,0.0,3825.0
Scroll of Winged Sword,"bloodrager 2, inquisitor 3, magus 2, occultist 2, paladin 2, sorcerer/wizard 2",,150.0,200.0,0.0,200.0,150.0
Scroll of Fairy Ring Retreat,"druid 7, shaman 7, witch 7",Toadstool circle leads to an extradimensional meadow.,2275.0,0.0,0.0,0.0,2275.0
Scroll of Font Of Spirit Magic,shaman 3,"When allies cast your spirit’s spells, they gain other bonuses.",0.0,0.0,0.0,0.0,0.0
Scroll of Cyclic Reincarnation,druid 6,,1650.0,0.0,0.0,0.0,1650.0
Scroll of Jatembe's Ire,"druid 6, sorcerer/wizard 6",,1650.0,1800.0,0.0,0.0,1650.0
Scroll of Dissolution,"alchemist 4, sorcerer/wizard 5, spiritualist 6, summoner/unchained summoner 6",,1125.0,1250.0,0.0,0.0,1125.0
Scroll of Full Pouch,"alchemist 2, bard 2, druid 2, inquisitor 3, occultist 3, ranger 3, sorcerer/wizard 2",,150.0,200.0,200.0,525.0,150.0
Scroll of Legendary Proportions,"alchemist 6, druid 7, shaman 7, sorcerer/wizard 7, witch 7",,2275.0,2450.0,0.0,0.0,2275.0
Scroll of Liquefy,"alchemist 3, bard 3, druid 4, sorcerer/wizard 4",,700.0,800.0,525.0,0.0,525.0
Scroll of Open Arms,sorcerer/wizard 5,,1125.0,1250.0,0.0,0.0,1125.0
Scroll of Rune Of Ruin,"alchemist 4, bard 4, inquisitor 4, sorcerer/wizard 5, witch 5",,1125.0,1250.0,1000.0,0.0,1000.0
Scroll of Transmute Golem,"alchemist 6, sorcerer/wizard 9",,3825.0,4050.0,0.0,0.0,3825.0
Scroll of Ignoble Form,"alchemist 2, antipaladin 2, bard 2, druid 3, medium 2, ranger 2, sorcerer/wizard 4, witch 4",,375.0,800.0,200.0,200.0,200.0
Scroll of Nauseating Dart,"druid 1, witch 1",Poisonous stinger deals 1d2 damage and sickens target.,25.0,0.0,0.0,0.0,25.0
Scroll of Baleful Shadow Transmutation,"alchemist 6, bard 6, druid 7, medium 6, shaman 6, sorcerer/wizard 6, spiritualist 6, summoner/unchained summoner 6, witch 6",,1650.0,1800.0,2400.0,0.0,1650.0
Scroll of Masochistic Shadow,"antipaladin 4, bloodrager 4, magus 4, occultist 4, shaman 4, sorcerer/wizard 4, witch 4",,700.0,800.0,0.0,0.0,700.0
Scroll of Shadow Transmutation,"bard 6, medium 6, shaman 6, sorcerer/wizard 6, spiritualist 6, summoner/unchained summoner 6, witch 6",,1650.0,1800.0,2400.0,0.0,1650.0
"Scroll of Shadow Transmutation, Greater","shaman 9, sorcerer/wizard 9, witch 9",,3825.0,4050.0,0.0,0.0,3825.0
Scroll of Insect Spies,"druid 3, ranger 3, sorcerer/wizard 4, summoner/unchained summoner 3, witch 4",Use magic beetles as spies.,375.0,800.0,0.0,525.0,375.0
Scroll of Puzzle Box,"bard 2, sorcerer/wizard 3, witch 3",,375.0,450.0,200.0,0.0,200.0
Scroll of Nauseating Trail,"alchemist 3, druid 3, magus 3, shaman 3, sorcerer/wizard 3, witch 3",Creature leaves a trail of stinking cloud squares.,375.0,450.0,0.0,0.0,375.0
Scroll of River Whip,"magus 2, sorcerer/wizard 2, witch 2",Create a whip of water that you wield as a weapon.,150.0,200.0,0.0,0.0,150.0
Scroll of Contingent Venom,"shaman 4, sorcerer/wizard 4","As languid venom, but with a triggering condition.",700.0,800.0,0.0,0.0,700.0
Scroll of Controlled Fireball,"bloodrager 4, magus 4, occultist 4, sorcerer/wizard 4","As fireball, but secretly deals less damage to your allies.",700.0,800.0,0.0,0.0,700.0
Scroll of Bleaching Resistance,"alchemist 4, druid 6, sorcerer/wizard 6, spiritualist 4, witch 6",,1650.0,1800.0,0.0,0.0,1650.0
Scroll of Miasmal Dread,"antipaladin 2, bard 2, bloodrager 2, inquisitor 3, mesmerist 3",,0.0,0.0,200.0,0.0,200.0
Scroll of Silver Darts,"bloodrager 3, magus 3, sorcerer/wizard 3, witch 3","Cone of silver darts deals 1d6 piercing damage/level, more against unarmored targets.",375.0,450.0,0.0,0.0,375.0
Scroll of Slowing Mud,"druid 4, shaman 4",Targets are covered in mud that blinds them and acts like slow.,700.0,0.0,0.0,0.0,700.0
Scroll of Stone Discus,"bloodrager 2, druid 2, magus 2, sorcerer/wizard 2, witch 2",Flying discus deals bludgeoning or slashing damage.,150.0,200.0,0.0,0.0,150.0
Scroll of Thorn Javelin,"druid 1, ranger 1, shaman 1",Wield a javelin that sickens opponents when it strikes.,25.0,0.0,0.0,25.0,25.0
Scroll of Whip Of Spiders,"bard 2, druid 2, sorcerer/wizard 2, summoner/unchained summoner 2, witch 2",Create a whip made of poisonous spiders.,150.0,200.0,200.0,0.0,150.0
Scroll of Whip Of Ants,"bard 6, druid 6, sorcerer/wizard 6, summoner/unchained summoner 6, witch 6",Create a whip made of army ants.,1650.0,1800.0,2400.0,0.0,1650.0
Scroll of Ghost Brand,"bard 4, occultist 3, spiritualist 4, witch 4",Allow an item to transform into a brand and back.,0.0,0.0,1000.0,0.0,1000.0
Scroll of Handy Grapnel,"inquisitor 1, ranger 1, sorcerer/wizard 1",Transform a ropelike object into a retracting grapple.,25.0,25.0,0.0,25.0,25.0
"Scroll of Insect Spies, Greater","druid 6, sorcerer/wizard 7, summoner/unchained summoner 6, witch 7",Use magic beetles as spies and also share their senses.,1650.0,2450.0,0.0,0.0,1650.0
Scroll of Meticulous Match,"bard 3, inquisitor 3, occultist 3, ranger 3, sorcerer/wizard 4, witch 4",Determine if two things are identical.,700.0,800.0,525.0,525.0,525.0
Scroll of Instant Fake,"bard 3, inquisitor 3, magus 4, mesmerist 3, occultist 3, ranger 3, sorcerer/wizard 4",Provide a short-term replica of an object.,700.0,800.0,525.0,525.0,525.0
Scroll of Languid Venom,"alchemist 2, shaman 2, sorcerer/wizard 2",Delay a poison’s onset and hide its presence.,150.0,200.0,0.0,0.0,150.0
Scroll of Curse Of Keeping,"antipaladin 2, mesmerist 2, shaman 2, witch 2",,0.0,0.0,0.0,0.0,0.0
Scroll of Pack Empathy,"bloodrager 3, druid 3, inquisitor 3, medium 2, ranger 2, sorcerer/wizard 3, spiritualist 3, summoner/unchained summoner 3, witch 3",Create an empathic bond with allies.,375.0,450.0,0.0,200.0,200.0
Scroll of Open And Shut,"bard 1, inquisitor 1, sorcerer/wizard 1, witch 1",Obfuscate whether a door is open or closed.,25.0,25.0,25.0,0.0,25.0
Scroll of Unerring Tracker,"alchemist 5, druid 6, occultist 4, ranger 4",Follow an entire trail unerringly.,1650.0,0.0,0.0,1000.0,1000.0
Scroll of Whip Of Centipedes,"bard 5, druid 5, sorcerer/wizard 5, summoner/unchained summoner 5, witch 5",Create a whip made of poisonous centipedes.,1125.0,1250.0,1625.0,0.0,1125.0
Scroll of Rain Of Arrows,sorcerer/wizard 8,,3000.0,3200.0,0.0,0.0,3000.0
Scroll of Mud Buddy,"druid 2, sorcerer/wizard 2, witch 2",,150.0,200.0,0.0,0.0,150.0
Scroll of Swallow Poison,"alchemist 5, druid 5, shaman 5, witch 5","Protect yourself from ingested poison, then spit it out in a cone.",1125.0,0.0,0.0,0.0,1125.0
Scroll of Sundered Serpent Coil,"magus 3, sorcerer/wizard 3, summoner/unchained summoner 3, witch 3",,375.0,450.0,0.0,0.0,375.0
Scroll of Underbrush Decoy,"druid 1, ranger 1, shaman 1",Create a rustling distraction to hide.,25.0,0.0,0.0,25.0,25.0
Scroll of Undetectable Trap,"antipaladin 2, occultist 3, ranger 2",Make a trap extremely difficult to find.,0.0,0.0,0.0,200.0,200.0
Scroll of Watchful Animal,"druid 4, ranger 4, shaman 4, sorcerer/wizard 4, witch 4",,700.0,800.0,0.0,1000.0,700.0
Scroll of Duplicate Familiar,"alchemist 4, sorcerer/wizard 5, witch 5",,1125.0,1250.0,0.0,0.0,1125.0
Scroll of Beanstalk,"sorcerer/wizard 4, summoner/unchained summoner 4, witch 4",,700.0,800.0,0.0,0.0,700.0
Scroll of Biting Words,"bard 1, bloodrager 1",,0.0,0.0,25.0,0.0,25.0
Scroll of Bouncing Bomb Admixture,alchemist 3,,0.0,0.0,0.0,0.0,0.0
Scroll of Blade Tutor's Spirit,"antipaladin 2, magus 1, paladin 2, sorcerer/wizard 2, summoner/unchained summoner 2",,150.0,200.0,0.0,200.0,150.0
Scroll of Gravel Vortex,"druid 4, sorcerer/wizard 4",,700.0,800.0,0.0,0.0,700.0
Scroll of Itching Curse,"antipaladin 1, bard 1, druid 1, inquisitor 1, occultist 1, shaman 1, sorcerer/wizard 1, witch 1",,25.0,25.0,25.0,0.0,25.0
Scroll of Earsend,"alchemist 4, sorcerer/wizard 4, witch 4",,700.0,800.0,0.0,0.0,700.0
Scroll of Hidden Blades,"alchemist 2, antipaladin 2, bard 2, inquisitor 2, magus 2, sorcerer/wizard 2, summoner/unchained summoner 2",,150.0,200.0,200.0,0.0,150.0
"Scroll of Nondetection, Lesser","alchemist 2, antipaladin 2, inquisitor 2, ranger 3, sorcerer/wizard 2, summoner/unchained summoner 2",,150.0,200.0,0.0,525.0,150.0
Scroll of Diminished Detection,"alchemist 2, bard 2, sorcerer/wizard 2, witch 2",,150.0,200.0,200.0,0.0,150.0
Scroll of Dongun Shaper's Touch,"alchemist 2, occultist 3, sorcerer/wizard 3",,375.0,450.0,0.0,0.0,375.0
Scroll of Enticing Adulation,"bard 3, sorcerer/wizard 4, witch 4",,700.0,800.0,525.0,0.0,525.0
Scroll of Oath Of Anonymity,"bard 0, inquisitor 0, medium 0, paladin 1, sorcerer/wizard 0",,12.5,12.5,12.5,25.0,12.5
Scroll of Recorporeal Incarnation,"sorcerer/wizard 7, witch 7",,2275.0,2450.0,0.0,0.0,2275.0
Scroll of Spore Burst,"druid 2, ranger 3, shaman 2, witch 2",,150.0,0.0,0.0,525.0,150.0
Scroll of Searching Shadows,"bard 2, sorcerer/wizard 2",,150.0,200.0,200.0,0.0,150.0
Scroll of Substitute Trail,"druid 4, ranger 4",,700.0,0.0,0.0,1000.0,700.0
Scroll of Transfiguring Touch,"alchemist 5, occultist 6, sorcerer/wizard 6",,1650.0,1800.0,0.0,0.0,1650.0
Scroll of Wandering Trail,druid 6,,1650.0,0.0,0.0,0.0,1650.0
Scroll of Grand Destiny,"alchemist 5, bard 4, medium 4, mesmerist 5, sorcerer/wizard 5, summoner/unchained summoner 5",,1125.0,1250.0,1000.0,0.0,1000.0
Scroll of Nature's Paths,"bard 1, druid 1, inquisitor 1, ranger 1, shaman 1, witch 1",,25.0,0.0,25.0,25.0,25.0
Scroll of Claim Identity,"alchemist 3, antipaladin 3, bard 3, druid 4, inquisitor 3, shaman 4, sorcerer/wizard 4, witch 3",,700.0,800.0,525.0,0.0,525.0
"Scroll of Claim Identity, Greater","alchemist 5, antipaladin 4, bard 5, druid 6, inquisitor 5, shaman 6, sorcerer/wizard 6, witch 5",,1650.0,1800.0,1625.0,0.0,1625.0
Scroll of Scribe's Binding,"occultist 6, sorcerer/wizard 9, witch 9",,3825.0,4050.0,0.0,0.0,3825.0
Scroll of Apsu's Shining Scales,"alchemist 3, bloodrager 3, medium 3, sorcerer/wizard 3",,375.0,450.0,0.0,0.0,375.0
Scroll of Animal Ambassador,"bard 4, druid 4, ranger 3, shaman 4",Grant an animal messenger sentience to deliver your message.,700.0,0.0,1000.0,525.0,525.0
Scroll of Form Of The Exotic Dragon I,"alchemist 6, druid 7, sorcerer/wizard 6",,1650.0,1800.0,0.0,0.0,1650.0
Scroll of Form Of The Exotic Dragon II,"druid 8, sorcerer/wizard 7",,2275.0,2450.0,0.0,0.0,2275.0
Scroll of Form Of The Exotic Dragon III,"druid 9, sorcerer/wizard 8",,3000.0,3200.0,0.0,0.0,3000.0
Scroll of Tail Strike,"alchemist 4, antipaladin 3, bloodrager 3, medium 3, paladin 3, sorcerer/wizard 3",,375.0,450.0,0.0,525.0,375.0
Scroll of Garden Of Peril,"druid 2, ranger 2, sorcerer/wizard 2, summoner/unchained summoner 2, witch 2",,150.0,200.0,0.0,200.0,150.0
Scroll of Curse Of Fell Seasons,"druid 9, shaman 9, sorcerer/wizard 9, witch 9"," Curse an area’s weather.",3825.0,4050.0,0.0,0.0,3825.0
Scroll of Green Caress,"druid 6, ranger 4, shaman 6, witch 6"," Slowly transform a creature into an inanimate plant.",1650.0,0.0,0.0,1000.0,1000.0
Scroll of Grasping Tentacles,"bloodrager 3, magus 3, sorcerer/wizard 3, summoner/unchained summoner 3, witch 3",,375.0,450.0,0.0,0.0,375.0
Scroll of Life Blast,"druid 4, ranger 3, shaman 4"," Drain life from local vegetation to launch a blast of positive energy.",700.0,0.0,0.0,525.0,525.0
Scroll of Phantasmal Putrefaction,"medium 4, mesmerist 5, sorcerer/wizard 6, witch 6"," Trick creatures into thinking their flesh is rotting.",1650.0,1800.0,0.0,0.0,1650.0
Scroll of Pyrotechnic Eruption,"bloodrager 3, magus 4, occultist 4, sorcerer/wizard 4"," Erupting flames burn a target several times.",700.0,800.0,0.0,0.0,700.0
Scroll of Quick Change,"alchemist 2, bard 2, bloodrager 2, druid 2, inquisitor 2, magus 2, medium 2, mesmerist 2, occultist 2, ranger 2, shaman 2, sorcerer/wizard 2, spiritualist 2, summoner/unchained summoner 2, witch 2"," Use change shape as a swift action and surprise foes.",150.0,200.0,200.0,200.0,150.0
"Scroll of Grease, Greater","bard 5, magus 5, sorcerer/wizard 5, summoner/unchained summoner 5",,1125.0,1250.0,1625.0,0.0,1125.0
Scroll of Temporary Graft,"alchemist 3, bloodrager 3, magus 4, occultist 3, sorcerer/wizard 4"," Graft a body part onto yourself to gain one of several benefits.",700.0,800.0,0.0,0.0,700.0
Scroll of Verminous Transformation,"alchemist 6, shaman 7, witch 7"," Partially transform into a swarm.",0.0,0.0,0.0,0.0,0.0
